Image,ID,Total score,Rank,Link,Grand Leuks,Background,Foundation,Body,Clothing,Halos,Eyes,Masks,UNREVEALED,Balds,Vetements,Elements,Bald Masks,Bandanas,Bandana Masks,Kabutos,Kabuto Masks,Almightys,Monolith,Scarlets,Mythic,Alien,Luminous,Natural
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6657,6657,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6657,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6658,6658,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6658,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6659,6659,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6659,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6660,6660,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6660,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6661,6661,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6661,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6662,6662,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6662,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6663,6663,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6663,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6664,6664,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6664,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6665,6665,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6665,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6666,6666,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6666,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6667,6667,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6667,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6668,6668,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6668,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6669,6669,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6669,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6670,6670,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6670,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6671,6671,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6671,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6672,6672,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6672,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6673,6673,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6673,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6674,6674,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6674,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6675,6675,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6675,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6676,6676,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6676,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6677,6677,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6677,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6678,6678,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6678,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6679,6679,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6679,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6680,6680,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6680,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6681,6681,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6681,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6682,6682,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6682,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6683,6683,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6683,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6684,6684,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6684,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6685,6685,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6685,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6686,6686,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6686,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6687,6687,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6687,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6688,6688,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6688,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6689,6689,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6689,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6690,6690,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6690,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6691,6691,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6691,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6692,6692,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6692,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6693,6693,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6693,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6694,6694,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6694,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6695,6695,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6695,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6696,6696,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6696,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6697,6697,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6697,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6698,6698,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6698,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6699,6699,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6699,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6700,6700,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6700,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6701,6701,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6701,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6702,6702,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6702,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6703,6703,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6703,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6704,6704,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6704,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6705,6705,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6705,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6706,6706,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6706,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6707,6707,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6707,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6708,6708,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6708,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6709,6709,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6709,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6710,6710,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6710,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6711,6711,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6711,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6712,6712,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6712,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6713,6713,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6713,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6714,6714,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6714,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6715,6715,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6715,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6716,6716,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6716,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6717,6717,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6717,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6718,6718,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6718,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6719,6719,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6719,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6720,6720,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6720,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6721,6721,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6721,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6722,6722,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6722,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6723,6723,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6723,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6724,6724,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6724,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6725,6725,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6725,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6726,6726,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6726,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6727,6727,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6727,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6728,6728,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6728,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6729,6729,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6729,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6730,6730,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6730,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6731,6731,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6731,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6732,6732,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6732,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmNdnDhBbL5QU8SbPkcuW2U5Ggo83QeBw3WV9SKy3n1wdh?__id=6733,6733,1.51,3365,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/6733,,,,,,,,,UNREVEALED: 66.048% (6544/9908),,,,,,,,,,,,,,,
